investor_id,transaction_date,amfi_code,transaction_type,amount_inr,kyc_status
INV004321,2024-04-03,120507,SIP,26613,Verified
INV003557,2024-04-03,120503,SIP,860,Verified
INV003289,2024-04-03,125498,Lumpsum,306082,Verified
INV003815,2024-04-03,102885,SIP,1934,Verified
INV000043,2024-04-03,118636,Lumpsum,358320,Verified
INV002214,2024-04-03,102885,Lumpsum,381090,Verified
INV004442,2024-04-03,100016,SIP,2597,Verified
INV000841,2024-04-03,120844,SIP,10809,Verified
INV002395,2024-04-03,125498,SIP,28841,Verified
INV002369,2024-04-03,119551,SIP,53446,Verified
INV002687,2024-04-03,148567,SIP,25052,Verified
INV004177,2024-04-03,120844,SIP,871,Verified
INV002258,2024-04-03,120841,SIP,2956,Verified
INV002631,2024-04-03,119095,Redemption,97093,Verified
INV002357,2024-04-03,120503,SIP,27308,Verified
INV002178,2024-04-03,120843,SIP,2155,Verified
INV001835,2024-04-03,120504,SIP,590,Verified
INV001870,2024-04-03,149322,SIP,2628,Verified
INV004463,2024-04-03,120844,SIP,57773,Verified
INV003309,2024-04-03,120843,SIP,10427,Verified
INV002917,2024-04-03,100025,SIP,1031,Verified
INV001182,2024-04-03,149324,SIP,20014,Verified
INV004130,2024-04-03,120506,Redemption,14799,Pending
INV002402,2024-04-03,119095,Lumpsum,408494,Verified
INV002417,2024-04-03,120507,Lumpsum,208860,Verified
INV003111,2024-04-03,119598,Lumpsum,111715,Verified
INV003650,2024-04-03,125498,SIP,2280,Verified
INV004896,2024-04-03,100016,Lumpsum,171288,Verified
INV000586,2024-04-03,120844,Lumpsum,114578,Verified
INV001383,2024-04-03,120503,SIP,2201,Verified
INV004036,2024-04-03,118636,Lumpsum,33885,Verified
INV002353,2024-04-03,120843,Redemption,222379,Verified
INV001227,2024-04-03,120842,Redemption,404584,Verified
INV004067,2024-04-03,100025,Redemption,267777,Verified
INV000520,2024-04-03,125497,SIP,3038,Verified
INV002066,2024-04-03,119599,Lumpsum,119422,Verified
INV002519,2024-04-03,120503,SIP,48999,Verified
INV002428,2024-04-03,148567,Redemption,355773,Verified
INV004428,2024-04-04,119092,SIP,3357,Verified
INV003097,2024-04-04,149323,Lumpsum,412982,Pending
INV002591,2024-04-04,120507,Lumpsum,192934,Verified
INV000430,2024-04-04,119598,Redemption,322027,Verified
INV004445,2024-04-04,120503,SIP,4403,Verified
INV003570,2024-04-04,120843,SIP,2414,Verified
INV003908,2024-04-04,120503,Redemption,317112,Verified
INV003495,2024-04-04,101208,Lumpsum,32362,Verified
INV001310,2024-04-04,102885,SIP,544,Verified
INV003859,2024-04-04,100033,SIP,2632,Verified
INV000461,2024-04-04,102887,SIP,41765,Verified
INV000737,2024-04-04,119120,SIP,51805,Verified
INV000604,2024-04-04,118635,Lumpsum,447641,Verified
INV002054,2024-04-04,100016,SIP,2508,Verified
INV002468,2024-04-04,120504,SIP,26802,Verified
INV004802,2024-04-04,118632,Redemption,162226,Verified
INV001626,2024-04-04,149323,SIP,592,Verified
INV004547,2024-04-04,119599,SIP,563,Pending
INV003116,2024-04-04,120506,SIP,538,Verified
INV003404,2024-04-04,119095,SIP,1905,Verified
INV003673,2024-04-04,101206,SIP,6744,Verified
INV001031,2024-04-04,149322,SIP,28272,Verified
INV000592,2024-04-04,119552,SIP,570,Verified
INV003844,2024-04-04,149323,SIP,582,Verified
INV004153,2024-04-04,102885,SIP,17786,Verified
INV003030,2024-04-04,149322,Lumpsum,348072,Verified
INV000230,2024-04-04,120842,Lumpsum,323831,Verified
INV002360,2024-04-04,120504,SIP,20710,Verified
INV004070,2024-04-04,120843,Lumpsum,356983,Verified
INV002107,2024-04-04,119551,SIP,29386,Verified
INV004232,2024-04-04,119095,SIP,565,Verified
INV004674,2024-04-04,119551,Redemption,309124,Pending
INV001806,2024-04-04,102886,SIP,2367,Verified
INV002232,2024-04-04,119095,SIP,8487,Verified
INV000094,2024-04-04,120504,SIP,555,Verified
INV003913,2024-04-04,118632,SIP,576,Verified
INV004521,2024-04-04,119551,Lumpsum,139758,Verified
INV003904,2024-04-04,120505,SIP,6976,Verified
INV004163,2024-04-04,149323,SIP,29849,Verified
INV003192,2024-04-04,100033,Redemption,126794,Verified
INV002329,2024-04-04,100016,Lumpsum,7964,Verified
INV000117,2024-04-04,148569,SIP,2624,Verified
INV000281,2024-04-04,149324,SIP,942,Verified
INV004276,2024-04-04,118633,Redemption,481267,Verified
INV003815,2024-04-04,101207,SIP,5902,Verified
INV004649,2024-04-04,119599,Lumpsum,225573,Verified
INV000928,2024-04-04,149322,Lumpsum,125540,Verified
INV002984,2024-04-04,119599,Redemption,258973,Verified
INV004357,2024-04-04,118632,SIP,564,Verified
INV002856,2024-04-04,149323,SIP,46288,Verified
INV001138,2024-04-04,119599,SIP,6195,Verified
INV001190,2024-04-04,120844,SIP,469,Verified
INV001334,2024-04-04,118633,SIP,3351,Verified
INV003700,2024-04-04,125497,SIP,5020,Verified
INV001938,2024-04-04,148568,Lumpsum,192620,Verified
INV001679,2024-04-05,148567,Lumpsum,113028,Verified
INV001481,2024-04-05,120504,SIP,29931,Pending
INV000934,2024-04-05,149322,Lumpsum,23503,Verified
INV004801,2024-04-05,119095,SIP,6725,Verified
INV001497,2024-04-05,119094,Redemption,287532,Verified
INV002795,2024-04-05,100033,SIP,3347,Pending
INV000893,2024-04-05,118633,SIP,1198,Verified
INV000041,2024-04-05,118634,Lumpsum,197824,Verified
INV000467,2024-04-05,100016,SIP,1955,Verified
INV000131,2024-04-05,125498,SIP,13703,Verified
INV003082,2024-04-05,119094,Redemption,131377,Verified
INV002037,2024-04-05,148569,Lumpsum,437174,Verified
INV002178,2024-04-05,119092,Lumpsum,224687,Verified
INV000827,2024-04-05,125498,SIP,2412,Pending
INV000811,2024-04-05,120507,Lumpsum,414707,Verified
INV003999,2024-04-05,119092,Redemption,178287,Verified
INV003740,2024-04-05,102886,SIP,2727,Verified
INV004424,2024-04-05,120841,SIP,6663,Verified
INV004295,2024-04-05,120844,SIP,17635,Verified
INV003271,2024-04-05,119551,SIP,1804,Verified
INV004822,2024-04-05,119598,Lumpsum,185853,Verified
INV001336,2024-04-05,149324,Lumpsum,164499,Verified
INV002353,2024-04-05,119552,Lumpsum,182245,Verified
INV001963,2024-04-05,119094,Lumpsum,536873,Verified
INV001206,2024-04-05,102885,SIP,11217,Verified
INV000768,2024-04-05,148569,Lumpsum,44827,Pending
INV002542,2024-04-05,120844,Lumpsum,69888,Verified
INV002787,2024-04-05,118634,SIP,2281,Verified
INV004630,2024-04-05,119599,SIP,27709,Verified
INV003387,2024-04-05,118632,Lumpsum,261280,Pending
INV000311,2024-04-05,120843,Lumpsum,106892,Verified
INV003475,2024-04-05,120841,SIP,7248,Verified
INV003814,2024-04-05,101207,SIP,2794,Verified
INV001379,2024-04-05,119552,SIP,5855,Verified
INV002121,2024-04-05,148569,SIP,2838,Verified
INV000023,2024-04-05,148568,SIP,46056,Verified
INV004358,2024-04-05,149323,SIP,2803,Verified
INV001155,2024-04-05,119552,Lumpsum,40120,Verified
INV004475,2024-04-05,120507,SIP,14321,Verified
INV001636,2024-04-05,118636,SIP,7483,Verified
INV000953,2024-04-05,148568,SIP,15383,Verified
INV001701,2024-04-05,149322,Redemption,331519,Verified
INV002434,2024-04-05,102886,SIP,7675,Verified
INV000047,2024-04-05,119599,Redemption,86386,Pending
INV003571,2024-04-05,102885,Redemption,395601,Verified
INV000957,2024-04-05,101208,Redemption,201303,Verified
INV002860,2024-04-05,148567,SIP,5708,Verified
INV004641,2024-04-05,149324,Lumpsum,250321,Verified
INV001692,2024-04-05,101208,Lumpsum,44163,Verified
INV002863,2024-04-05,120842,SIP,45968,Verified
INV001569,2024-04-05,118632,SIP,5725,Verified
INV002473,2024-04-05,119552,Lumpsum,138667,Verified
INV001839,2024-04-05,149324,Lumpsum,423304,Verified
INV002968,2024-04-05,100016,SIP,8541,Verified
INV002271,2024-04-05,100016,SIP,4740,Verified
INV000657,2024-04-05,100033,SIP,43832,Verified
INV002930,2024-04-05,119551,SIP,29067,Verified
INV002746,2024-04-05,120507,Lumpsum,278342,Verified
INV003503,2024-04-05,118634,Redemption,448045,Verified
INV000888,2024-04-05,101206,SIP,28335,Verified
INV004190,2024-04-05,149323,SIP,7128,Verified
INV001784,2024-04-05,120507,Lumpsum,190715,Verified
INV001737,2024-04-05,120842,SIP,24277,Verified
INV004351,2024-04-05,120506,Redemption,58120,Verified
INV004856,2024-04-05,119094,SIP,3286,Verified
INV001134,2024-04-05,119552,Lumpsum,425066,Verified
INV001424,2024-04-05,120505,SIP,16754,Verified
INV002640,2024-04-05,100033,SIP,413,Verified
INV001858,2024-04-05,119120,SIP,2221,Verified
INV002724,2024-04-05,120504,Lumpsum,58100,Verified
INV003689,2024-04-05,101207,Redemption,223066,Verified
INV002594,2024-04-05,119095,SIP,20169,Verified
INV001123,2024-04-05,120844,SIP,1038,Verified
INV003795,2024-04-05,119094,Redemption,303778,Verified
INV001194,2024-04-05,125498,Lumpsum,317000,Verified
INV000052,2024-04-05,119092,SIP,1018,Verified
INV003271,2024-04-05,125498,SIP,486,Verified
INV001622,2024-04-06,100025,SIP,25750,Verified
INV001646,2024-04-06,119551,SIP,2993,Verified
INV003045,2024-04-06,120503,SIP,546,Verified
INV002508,2024-04-06,118635,SIP,2069,Verified
INV001014,2024-04-06,119092,SIP,22831,Verified
INV001395,2024-04-06,119598,Lumpsum,218988,Verified
INV001342,2024-04-06,149323,SIP,2218,Verified
INV004664,2024-04-06,148567,SIP,5204,Verified
INV002533,2024-04-06,119552,SIP,418,Verified
INV002276,2024-04-06,149323,Lumpsum,536754,Pending
INV003964,2024-04-06,120503,SIP,2509,Verified
INV003507,2024-04-06,148568,Redemption,198546,Pending
INV001721,2024-04-06,120842,SIP,7234,Verified
INV004521,2024-04-06,100016,Lumpsum,441720,Verified
INV003162,2024-04-06,125498,Redemption,410840,Verified
INV002656,2024-04-06,149324,SIP,49648,Verified
INV003411,2024-04-06,101208,Redemption,154767,Verified
INV001813,2024-04-06,102885,Lumpsum,446254,Verified
INV000980,2024-04-06,119599,Redemption,415272,Verified
INV001188,2024-04-06,102885,Lumpsum,310181,Verified
INV000777,2024-04-06,125497,SIP,14772,Verified
INV002883,2024-04-06,120504,SIP,46922,Verified
INV002368,2024-04-06,118633,SIP,2674,Verified
INV001544,2024-04-06,119551,Redemption,134381,Verified
INV004230,2024-04-06,148569,Lumpsum,489141,Verified
INV000390,2024-04-06,120504,SIP,47062,Pending
INV004184,2024-04-06,119551,SIP,27478,Verified
INV003033,2024-04-06,149323,SIP,561,Verified
INV000751,2024-04-06,120507,SIP,5548,Verified
INV003553,2024-04-06,119551,SIP,5625,Verified
INV003956,2024-04-06,100025,SIP,20880,Verified
INV004490,2024-04-06,119551,SIP,42319,Verified
INV000864,2024-04-06,125498,Lumpsum,260813,Verified
INV002217,2024-04-06,120507,Lumpsum,491580,Verified
INV000320,2024-04-06,119598,Redemption,177314,Verified
INV004050,2024-04-06,100016,Lumpsum,176485,Verified
INV002770,2024-04-06,125497,SIP,8788,Verified
INV002162,2024-04-06,120504,SIP,7846,Verified
INV002312,2024-04-06,125497,SIP,23335,Verified
INV003940,2024-04-06,120504,SIP,44073,Verified
INV000450,2024-04-06,119551,Redemption,411962,Verified
INV004477,2024-04-06,119092,SIP,7336,Verified
INV001081,2024-04-06,148569,Lumpsum,188059,Verified
INV000214,2024-04-06,102887,SIP,23103,Verified
INV000499,2024-04-06,119599,SIP,42903,Verified
INV003320,2024-04-06,120507,SIP,590,Verified
INV003295,2024-04-06,101208,SIP,2976,Verified
INV003902,2024-04-06,120507,Redemption,148496,Verified
INV003203,2024-04-06,149322,SIP,2545,Verified
INV000708,2024-04-06,119599,Lumpsum,157771,Pending
INV001317,2024-04-06,100016,Lumpsum,355581,Verified
INV000556,2024-04-06,149323,SIP,4590,Verified
INV001465,2024-04-07,149322,SIP,801,Verified
INV003560,2024-04-07,119093,SIP,24553,Verified
INV002997,2024-04-07,118633,Redemption,201544,Verified
INV001218,2024-04-07,119599,Lumpsum,127292,Verified
INV004530,2024-04-07,102885,SIP,59560,Verified
INV003898,2024-04-07,119599,SIP,53110,Verified
INV004513,2024-04-07,149323,SIP,6190,Verified
INV004885,2024-04-07,120507,Lumpsum,184643,Verified
INV002318,2024-04-07,118635,Lumpsum,312558,Verified
INV004527,2024-04-07,119092,Lumpsum,14894,Verified
INV000012,2024-04-07,119094,SIP,9594,Verified
INV004881,2024-04-07,101206,SIP,2367,Verified
INV004070,2024-04-07,102887,Redemption,453133,Verified
INV004028,2024-04-07,125498,SIP,1910,Verified
INV004979,2024-04-07,149324,Lumpsum,192774,Verified
INV002158,2024-04-07,148568,SIP,2360,Verified
INV004823,2024-04-07,149323,SIP,2642,Verified
INV002310,2024-04-07,120504,Redemption,21335,Verified
INV003908,2024-04-07,100033,Lumpsum,343142,Verified
INV004843,2024-04-07,119094,SIP,2050,Pending
INV002124,2024-04-07,100033,Redemption,435639,Verified
INV003916,2024-04-07,120843,Lumpsum,525790,Verified
INV000103,2024-04-07,148568,SIP,1194,Verified
INV002700,2024-04-07,125497,SIP,2207,Verified
INV001050,2024-04-07,120503,Lumpsum,159787,Verified
INV000086,2024-04-07,101208,SIP,28195,Verified
INV001643,2024-04-07,119552,SIP,2771,Verified
INV002188,2024-04-07,149323,SIP,2532,Pending
INV002798,2024-04-07,118636,Lumpsum,254589,Verified
INV002318,2024-04-07,120841,SIP,16558,Verified
INV000977,2024-04-07,120506,SIP,8678,Verified
INV000033,2024-04-07,119095,Lumpsum,183387,Verified
INV004085,2024-04-07,149323,SIP,8563,Verified
INV002507,2024-04-07,148567,SIP,16200,Verified
INV001157,2024-04-07,120503,SIP,8210,Verified
INV004792,2024-04-07,120507,Lumpsum,381169,Verified
INV000469,2024-04-07,120843,SIP,1636,Verified
INV000238,2024-04-07,125497,SIP,59081,Pending
INV003734,2024-04-07,119095,SIP,8109,Verified
INV004562,2024-04-07,101206,SIP,2222,Verified
INV003829,2024-04-07,102886,SIP,2812,Verified
INV002548,2024-04-07,120843,Redemption,199739,Verified
INV002450,2024-04-07,120506,SIP,5285,Pending
INV001739,2024-04-07,148568,SIP,2633,Verified
INV003712,2024-04-07,119094,Redemption,65563,Verified
INV001883,2024-04-07,125498,SIP,535,Verified
INV003743,2024-04-07,119093,SIP,10003,Verified
INV000723,2024-04-07,119095,Lumpsum,399282,Verified
INV000428,2024-04-07,120843,SIP,1091,Verified
INV002958,2024-04-07,119094,SIP,24357,Verified
INV004142,2024-04-07,120841,SIP,53227,Verified
INV000825,2024-04-07,149323,SIP,2169,Pending
INV003712,2024-04-07,149322,SIP,2322,Verified
INV000458,2024-04-07,120503,Lumpsum,328998,Verified
INV000646,2024-04-07,100025,Lumpsum,316929,Verified
INV002958,2024-04-07,148568,Redemption,77888,Pending
INV000804,2024-04-07,119092,Redemption,371649,Verified
INV000500,2024-04-07,119094,Lumpsum,210992,Pending
INV002668,2024-04-07,149323,Redemption,270962,Verified
INV001367,2024-04-07,100025,Lumpsum,81636,Verified
INV002743,2024-04-07,120844,Redemption,442488,Verified
INV004818,2024-04-07,119551,Lumpsum,372784,Verified
INV001737,2024-04-07,102886,SIP,554,Verified
INV002045,2024-04-07,119598,Redemption,160642,Verified
INV003325,2024-04-07,120843,SIP,2528,Verified
INV003745,2024-04-07,120503,SIP,2310,Verified
INV004738,2024-04-07,100033,SIP,26536,Verified
INV004673,2024-04-07,119599,SIP,56526,Verified
INV000853,2024-04-07,148567,Lumpsum,324844,Verified
INV002884,2024-04-08,120507,SIP,5071,Verified
INV003202,2024-04-08,118634,SIP,2727,Verified
INV001485,2024-04-08,102885,SIP,6205,Verified
INV002602,2024-04-08,100025,Lumpsum,143645,Verified
INV004381,2024-04-08,119094,SIP,446,Verified
INV000719,2024-04-08,119552,SIP,45093,Verified
INV002282,2024-04-08,101207,Redemption,464921,Verified
INV001397,2024-04-08,149323,SIP,5368,Verified
INV004848,2024-04-08,100016,SIP,818,Verified
INV002604,2024-04-08,101208,SIP,3328,Pending
INV004703,2024-04-08,118634,Redemption,217626,Verified
INV003564,2024-04-08,118632,SIP,575,Verified
INV001829,2024-04-08,119120,Redemption,316313,Verified
INV004038,2024-04-08,102887,SIP,57449,Verified
INV001491,2024-04-08,120505,SIP,24181,Verified
INV000195,2024-04-08,120505,SIP,525,Verified
INV004302,2024-04-08,119120,Redemption,361998,Verified
INV004653,2024-04-08,100033,Lumpsum,493510,Verified
INV002917,2024-04-08,119094,SIP,4799,Verified
INV003353,2024-04-08,100016,SIP,5505,Verified
INV000460,2024-04-08,119120,SIP,10261,Verified
INV000033,2024-04-08,119095,Lumpsum,420147,Verified
INV000979,2024-04-08,119093,SIP,8106,Verified
INV002245,2024-04-08,101207,SIP,3505,Verified
INV002107,2024-04-08,125497,SIP,2821,Verified
INV002968,2024-04-08,120844,SIP,41568,Verified
INV002349,2024-04-08,120842,SIP,522,Verified
INV001109,2024-04-08,101208,Redemption,292543,Verified
INV004616,2024-04-08,119095,Lumpsum,345795,Pending
INV002002,2024-04-08,118632,Lumpsum,68109,Verified
INV003984,2024-04-08,118633,SIP,15744,Verified
INV003594,2024-04-08,149324,Redemption,221126,Verified
INV001606,2024-04-08,119551,SIP,22655,Verified
INV000796,2024-04-08,118636,Redemption,110375,Verified
INV002881,2024-04-08,120504,SIP,54738,Verified
INV000959,2024-04-08,148569,Lumpsum,119491,Verified
INV004813,2024-04-08,148568,Redemption,64668,Verified
INV000267,2024-04-08,118634,SIP,13610,Verified
INV002891,2024-04-08,125497,SIP,54485,Verified
INV003195,2024-04-08,120507,SIP,506,Verified
INV004341,2024-04-08,148568,SIP,2167,Verified
INV002859,2024-04-08,100033,SIP,2070,Verified
INV001987,2024-04-08,120503,SIP,2355,Verified
INV000909,2024-04-08,118633,SIP,4281,Verified
INV001793,2024-04-08,119599,SIP,6744,Verified
INV000340,2024-04-08,102886,SIP,3439,Verified
INV003734,2024-04-08,149322,SIP,2226,Verified
INV002200,2024-04-08,119599,SIP,1090,Verified
INV000234,2024-04-08,118633,SIP,50799,Verified
INV003369,2024-04-08,120843,Redemption,215837,Verified
INV001288,2024-04-08,102885,SIP,47631,Verified
INV001386,2024-04-08,101207,Redemption,88201,Verified
INV002304,2024-04-08,149323,SIP,4104,Verified
INV000548,2024-04-08,100016,Redemption,447555,Verified
INV003790,2024-04-08,125497,Lumpsum,459153,Verified
INV003000,2024-04-08,148567,SIP,2374,Verified
INV002797,2024-04-08,125498,SIP,489,Verified
INV003134,2024-04-08,100033,Lumpsum,478597,Pending
INV002447,2024-04-08,120506,Lumpsum,453004,Verified
INV002286,2024-04-08,149322,Lumpsum,409565,Verified
INV003772,2024-04-08,119120,SIP,7551,Verified
INV004243,2024-04-08,119551,SIP,405,Verified
INV000278,2024-04-08,149323,Redemption,92541,Verified
INV004114,2024-04-08,120844,SIP,8213,Verified
INV003945,2024-04-08,148568,Lumpsum,219364,Verified
INV003726,2024-04-08,120506,SIP,523,Verified
INV002614,2024-04-08,149323,Redemption,190814,Verified
INV000907,2024-04-08,125497,SIP,6328,Verified
INV000731,2024-04-08,100033,Lumpsum,197640,Verified
INV001163,2024-04-08,120503,Lumpsum,315702,Verified
INV002108,2024-04-08,100025,SIP,46665,Verified
INV003563,2024-04-08,119598,SIP,1045,Verified
INV004099,2024-04-08,118633,Redemption,374566,Verified
INV004110,2024-04-09,120843,SIP,22718,Verified
INV003715,2024-04-09,118633,Lumpsum,258649,Verified
INV000889,2024-04-09,102886,SIP,2257,Verified
INV000749,2024-04-09,125498,Redemption,155561,Verified
INV003417,2024-04-09,100033,SIP,3476,Verified
INV002295,2024-04-09,148567,SIP,45149,Verified
INV002171,2024-04-09,120844,SIP,12631,Verified
INV003110,2024-04-09,118635,Redemption,502027,Verified
INV001155,2024-04-09,119095,SIP,2612,Verified
INV001650,2024-04-09,118634,SIP,11336,Verified
INV003159,2024-04-09,119551,Lumpsum,414748,Verified
INV000862,2024-04-09,120507,SIP,44310,Verified
INV000315,2024-04-09,119095,SIP,12078,Verified
INV002035,2024-04-09,118634,SIP,58146,Verified
INV003897,2024-04-09,119120,SIP,11982,Verified
INV002590,2024-04-09,118635,SIP,13597,Pending
INV000249,2024-04-09,149324,SIP,57518,Verified
INV002319,2024-04-09,119599,SIP,3512,Verified
INV000095,2024-04-09,100016,Lumpsum,525882,Verified
INV002705,2024-04-09,119094,Lumpsum,269843,Verified
INV003835,2024-04-09,120505,SIP,997,Pending
INV002404,2024-04-09,149323,SIP,43070,Pending
INV003014,2024-04-09,149322,SIP,58580,Verified
INV004146,2024-04-09,100033,Lumpsum,466993,Verified
INV004466,2024-04-09,119552,SIP,2413,Verified
INV001206,2024-04-09,120841,Lumpsum,476784,Verified
INV001822,2024-04-09,119598,SIP,914,Verified
INV001202,2024-04-09,149323,SIP,7555,Verified
INV003311,2024-04-09,100016,SIP,2266,Verified
INV001434,2024-04-09,120841,SIP,17975,Verified
INV004739,2024-04-09,118632,Lumpsum,329759,Verified
INV001822,2024-04-09,100025,Lumpsum,357526,Verified
INV004823,2024-04-09,102885,SIP,22267,Verified
INV000140,2024-04-09,120503,SIP,1050,Verified
INV001320,2024-04-09,120505,SIP,23700,Verified
INV001320,2024-04-09,101208,Lumpsum,148438,Pending
INV003238,2024-04-09,148567,SIP,54602,Verified
INV003638,2024-04-09,125497,SIP,23586,Verified
INV002737,2024-04-09,120841,Redemption,375927,Verified
INV003220,2024-04-09,102886,Lumpsum,224294,Pending
INV003748,2024-04-09,120505,SIP,2051,Verified
INV003286,2024-04-09,120506,SIP,1150,Verified
INV001115,2024-04-09,119551,SIP,12519,Verified
INV000374,2024-04-09,119552,Redemption,183733,Verified
INV004631,2024-04-09,125497,SIP,9293,Verified
INV004151,2024-04-09,118635,SIP,1733,Pending
INV001716,2024-04-09,101208,SIP,2073,Verified
INV000204,2024-04-09,102886,Lumpsum,178374,Verified
INV001999,2024-04-09,148569,SIP,1754,Verified
INV001104,2024-04-09,120843,Redemption,179745,Verified
INV001015,2024-04-09,120844,Lumpsum,411498,Verified
INV002207,2024-04-09,149322,SIP,58720,Verified
INV001218,2024-04-09,120504,SIP,2426,Verified
INV003502,2024-04-09,120506,Lumpsum,238770,Verified
INV002546,2024-04-09,148568,SIP,2427,Verified
INV004969,2024-04-09,149324,SIP,13219,Pending
INV000602,2024-04-09,149324,Lumpsum,280701,Verified
INV003824,2024-04-09,118635,Lumpsum,311962,Verified
INV001223,2024-04-09,119551,Lumpsum,393909,Verified
INV004914,2024-04-09,101207,SIP,7905,Verified
INV000290,2024-04-10,149322,SIP,2480,Verified
INV000625,2024-04-10,118634,Redemption,294562,Verified
INV004174,2024-04-10,148567,SIP,51823,Verified
INV004739,2024-04-10,118636,SIP,59814,Verified
INV003048,2024-04-10,119598,Redemption,525045,Verified
INV002828,2024-04-10,101207,SIP,5328,Verified
INV003272,2024-04-10,125498,SIP,46404,Verified
INV002149,2024-04-10,125497,Lumpsum,301364,Verified
INV002596,2024-04-10,120843,SIP,1757,Verified
INV001183,2024-04-10,120503,SIP,2604,Verified
INV001506,2024-04-10,125498,Redemption,236123,Verified
INV000530,2024-04-10,149323,SIP,13875,Verified
INV001482,2024-04-10,125497,SIP,2630,Verified
INV001671,2024-04-10,119093,SIP,1641,Verified
INV004769,2024-04-10,148567,SIP,585,Verified
INV001785,2024-04-10,119120,SIP,915,Verified
INV004256,2024-04-10,120503,SIP,427,Verified
INV000446,2024-04-10,148567,SIP,8542,Verified
INV001672,2024-04-10,102885,Redemption,276591,Verified
INV001789,2024-04-10,148568,Lumpsum,343120,Pending
INV001923,2024-04-10,119598,Redemption,226525,Verified
INV003463,2024-04-10,118633,Redemption,56807,Verified
INV003352,2024-04-10,118633,Redemption,254675,Verified
INV001260,2024-04-10,120504,SIP,15438,Verified
INV003570,2024-04-10,119120,Redemption,492873,Verified
INV003304,2024-04-10,118634,Lumpsum,396379,Verified
INV000495,2024-04-10,102885,SIP,21556,Verified
INV001538,2024-04-10,120505,Lumpsum,175442,Verified
INV001493,2024-04-10,118634,Redemption,18129,Verified
INV001972,2024-04-10,120844,SIP,2190,Verified
INV004925,2024-04-10,119095,SIP,6225,Verified
INV000487,2024-04-10,125497,SIP,9708,Verified
INV002318,2024-04-10,118636,Lumpsum,66426,Verified
INV000547,2024-04-10,120842,SIP,2827,Verified
INV000496,2024-04-10,125497,SIP,1719,Verified
INV004600,2024-04-10,118633,Redemption,125168,Verified
INV001810,2024-04-10,101207,Lumpsum,200271,Verified
INV002749,2024-04-10,119094,Lumpsum,118324,Verified
INV003481,2024-04-10,119093,SIP,47070,Verified
INV000228,2024-04-10,118632,SIP,24772,Verified
INV002429,2024-04-10,119552,SIP,2043,Verified
INV001587,2024-04-10,119598,SIP,2663,Verified
INV001262,2024-04-10,102885,Redemption,316379,Verified
INV004692,2024-04-10,119598,SIP,4957,Verified
INV004367,2024-04-10,120841,SIP,2331,Verified
INV004533,2024-04-10,119599,Lumpsum,306087,Verified
INV000933,2024-04-10,119093,Lumpsum,210708,Verified
INV001890,2024-04-10,120843,SIP,406,Verified
INV001422,2024-04-10,118636,SIP,9559,Verified
INV004367,2024-04-10,148569,SIP,8247,Verified
INV001210,2024-04-10,118632,SIP,7325,Verified
INV004376,2024-04-10,120841,Lumpsum,24310,Verified
INV004128,2024-04-10,120506,Lumpsum,294365,Verified
INV001558,2024-04-10,149323,SIP,1159,Verified
INV004698,2024-04-10,149323,SIP,26613,Verified
INV003533,2024-04-10,120506,Redemption,434618,Verified
INV002006,2024-04-10,100016,SIP,1830,Verified
INV000884,2024-04-10,149324,SIP,1133,Verified
INV001712,2024-04-10,102885,SIP,4061,Verified
INV002234,2024-04-10,148567,SIP,50787,Verified
INV000674,2024-04-10,119599,Lumpsum,38622,Verified
INV001039,2024-04-10,120844,SIP,4921,Verified
INV003451,2024-04-10,125497,SIP,594,Verified
INV002692,2024-04-10,101206,Redemption,381920,Verified
INV004619,2024-04-10,120506,SIP,56903,Verified
INV003297,2024-04-10,125497,Lumpsum,456522,Verified
INV002036,2024-04-10,101207,Lumpsum,380578,Verified
INV001361,2024-04-10,119552,Lumpsum,416738,Verified
INV004910,2024-04-10,119095,Lumpsum,396160,Verified
INV001971,2024-04-11,148568,SIP,16034,Verified
INV000720,2024-04-11,148568,Redemption,126693,Verified
INV002705,2024-04-11,100033,SIP,8323,Verified
INV001567,2024-04-11,125498,Redemption,249039,Verified
INV001314,2024-04-11,119552,SIP,54675,Verified
INV001348,2024-04-11,119120,SIP,10194,Verified
INV003173,2024-04-11,120507,SIP,2839,Verified
INV003670,2024-04-11,120842,Lumpsum,368969,Verified
INV000004,2024-04-11,119095,SIP,20602,Verified
INV002400,2024-04-11,102887,SIP,431,Verified
INV003910,2024-04-11,100033,Lumpsum,474317,Verified
INV001689,2024-04-11,118636,SIP,5082,Verified
INV002218,2024-04-11,119092,SIP,14188,Verified
INV004869,2024-04-11,119552,Lumpsum,275148,Verified
INV000180,2024-04-11,119095,Lumpsum,391062,Verified
INV002525,2024-04-11,102886,SIP,5215,Verified
INV001982,2024-04-11,149323,SIP,27101,Pending
INV004447,2024-04-11,100016,SIP,21507,Verified
INV001945,2024-04-11,148569,SIP,2845,Verified
INV003176,2024-04-11,120842,SIP,55478,Verified
INV002954,2024-04-11,120841,SIP,544,Verified
INV003862,2024-04-11,100033,SIP,1833,Pending
INV004804,2024-04-11,149323,SIP,8418,Verified
INV001790,2024-04-11,120841,Lumpsum,19218,Verified
INV003151,2024-04-11,125498,SIP,9435,Verified
INV004855,2024-04-11,148567,SIP,14380,Verified
INV002486,2024-04-11,119552,Lumpsum,95179,Verified
INV003589,2024-04-11,120506,Redemption,340429,Verified
